id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
22219,2014-09-04,74,44,12,16,1,1978,3,10,3,Investment,Cheremushki,5467178.309,102618,0.055779365,0.1363303,5628,1944,4,6141,6887,5,0,262,3,0,6,4,no,0,6,10,no,no,no,yes,no,no,no,no,130396,59093,71303,12524,6442,6082,65782,33606,32176,24312,7633,16679,5628,2817,2811,6141,3243,2898,13816,7102,6714,22262,10791,11471,11007,5665,5342,316,130,0,0,28,18,140,0,0,0,316,0,0,216,52,48,130,2.860931448,2.015952197,17.32672842,1.443894035,0.677941144,0.249349502,0.900363346,0.457491067,1.73883034,6.330251,3.825014,8.459156,4.303200487,51.63840585,42,4.803688631,6.347041043,42,0.144304468,1.731653616,0.464432667,no,8.252422863,3.765310583,6.820685766,8.107165379,8.802736427,2.729585735,2,no,2.783961894,16,2.262420786,no,11.11261153,32,6.027548125,2,14.57506108,2.941224993,1.677498851,1.143324921,3.226717665,3.144997742,7.77063283,2.437065327,0.797441813,3.551946115,7.483828566,6.000661304,2.509459731,0.298000123,16.91434886,1.308986596,2.381417575,1.494969112,0.866942577,0.445021127,0.273941887,0.249349502,1.418835184,0.719826594,3.439793667,2.8582169,2.393798799,1.454267402,0.26257326,satisfactory,0.28,0,1,19000,0,0,5,660,1100,880,0,1,2,2,0,0,0,0,0,0,0,0,0,11.81,0,3,50196,1,3800,20,688.89,1138.89,913.89,2,3,7,8,0,0,0,0,2,0,0,1,0,13.26,0,7,107196,1,3800,44,707.14,1178.57,942.86,2,9,15,15,3,0,0,1,6,0,1,7,0,12.54,1.03,13,484804,8,318800,82,725,1218.75,971.88,2,15,31,26,8,0,0,2,7,0,2,9,1,9.51,10.13,35,1117328,17,615270,176,760.59,1270.59,1015.59,6,36,61,52,18,2,1,4,13,0,5,32,7,15.85,14.15,92,2935612,49,1924514,387,756.1,1262.87,1009.49,18,90,125,105,41,6,2,13,29,2,8,79,12,14900000
22220,2014-09-04,28,26,10,17,1,2014,1,0,1,OwnerOccupier,Poselenie Filimonkovskoe,35747947.91,2546,0.548991609,0.034656082,175,NA,0,168,NA,0,0,NA,0,0,0,0,no,0,0,0,no,no,no,no,no,no,no,no,2942,1381,1562,365,189,177,1633,863,771,548,156,393,175,91,85,168,87,82,411,214,198,628,337,292,322,166,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,16.14344449,14.3385449,159.7749027,13.31457522,0.080554614,7.465533087,12.53591035,0.142926869,0.247327448,12.81737,1.954585,20.37086,15.32800763,183.9360916,24,14.72077726,17.69799425,19,4.383928657,52.60714388,0.53950092,no,12.69348433,24.16130053,26.80908599,27.95587215,28.73814133,4.544916838,38,no,5.21773505,13,6.672811964,no,38.5338708,50,22.87577912,8,32.565914,23.31401254,14.20739023,10.21123104,18.06089494,11.91005808,16.7570728,12.34335969,5.54192364,14.11403251,14.3081921,19.40772505,16.1586234,1.652884513,37.91922201,13.64525026,18.40280201,13.88652132,5.309768372,5.309768372,5.247224964,7.465533087,10.04161102,1.807236006,13.17602722,18.96871118,16.9761188,12.28029939,3.12114107,no data,16.86,2.72,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,11.09,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42,8.39,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,5.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,47.54,3.31,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,46.57,2.61,0,0,0,0,3,1250,2000,1625,1,0,0,1,1,0,0,0,6,0,0,0,0,2170303
22221,2014-09-04,37,19,9,14,5,1970,1,9,2,Investment,Sokolinaja Gora,7905261.321,85956,0.014925117,0.319809354,4257,643,4,4756,5180,4,0,2857,5,1,14,4,no,0,8,16,no,no,no,yes,no,no,no,no,85083,37595,47488,9647,5248,4399,55337,28925,26412,20972,6551,14421,4257,2227,2030,4756,2651,2105,11088,6038,5050,16292,7683,8609,8464,4554,3910,348,94,0,0,217,7,30,0,0,0,347,2,18,264,50,13,145,1.904055016,1.061339098,11.6037568,0.966979733,0.199834195,0.437977526,1.988506232,0.371487424,0.161778233,12.45879,1.048272,13.01147,1.449514078,17.39416894,7,1.449514078,2.197002175,7,0.368206488,4.418477855,1.505152226,no,7.203149268,2.479486535,4.750120592,5.492387777,7.271590278,2.479486523,4,no,2.701201746,10,0.939129437,no,5.028799779,97,3.675419561,10,3.525791419,12.78859534,0.69552015,1.456028095,2.952123717,5.026341366,13.69938786,1.566031492,0.426604525,1.84050409,1.295374643,1.298843746,1.235585534,1.286803652,3.4400498,1.261276747,1.193117012,0.437977526,0.778213013,0.295836251,0.463689608,0.437977526,0.315815247,0.356969058,6.288585155,1.803094485,1.486867351,2.994438201,0.261661841,poor,3.73,15.81,3,26000,0,0,5,760,1300,1030,0,1,2,1,1,0,0,1,1,0,0,2,0,3.54,24.55,10,120185,3,82000,34,761.76,1279.41,1020.59,0,8,11,9,6,0,0,2,2,0,0,7,1,6.83,14.87,19,284658,9,261296,46,700,1173.91,936.96,0,14,14,12,6,0,0,4,4,0,1,15,1,13.06,12.04,35,690070,13,355086,79,677.33,1146.67,912,4,26,24,15,9,1,0,6,4,0,2,24,1,22.36,11.19,55,930369,18,392186,136,697.71,1183.21,940.46,5,38,48,29,13,3,0,12,21,0,5,52,3,21.65,18,156,2633915,58,1799621,401,679.84,1147.21,913.53,24,111,132,96,34,4,0,33,58,0,17,127,14,6700000
22222,2014-09-04,50,30,13,17,1,1992,2,8,4,Investment,Mitino,12583535.69,178473,0.194702869,0.069753361,13087,6839,9,13670,17063,10,0,NA,1,0,17,6,no,0,11,4,no,no,no,no,no,no,no,no,21155,9828,11327,28563,14680,13883,120381,60040,60341,29529,9083,20446,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458,9,51,12,124,50,201,0,9,2,459,13,24,40,130,252,29,2.1002910359999998,0.68849343,8.261921164,0.68849343,0.277923454,0.39680622,0.907787596,0.308368501,0.818830678,14.65135,1.618147,14.44328,4.965558718,59.58670462,4,4.490170799,6.886168982,4,0.197381544,2.368578529,0.844400471,no,2.944843564,15.35271165,18.14771866,18.98811539,20.17608266,2.944843594,1,no,3.512010724,17,2.925747257,no,18.15250657,83,7.408744236,1,28.23195841,10.26730669,6.895976488,2.002793597,10.96769627,1.526752481,29.17205859,0.92400195,0,1.733779584,7.783513419,8.059646909,5.505982427,3.65954644,9.464020484,3.464076955,11.57728752,0.419329763,0.665773003,1.427011837,0.421345122,0.39680622,1.592393251,1.62685149,15.46233788,17.66480358,16.90110675,5.241881225,0.368938102,good,10.36,0,0,0,0,0,4,875,1375,1125,0,0,1,3,0,0,0,0,0,0,0,1,0,24.27,1.3,0,0,2,12012,12,758.33,1250,1004.17,0,2,4,5,1,0,0,0,0,0,0,4,2,32.9,2.44,1,11000,8,157492,20,710,1175,942.5,0,4,7,8,1,0,0,0,0,0,0,6,3,32.95,5.15,2,11000,8,157492,23,695.65,1152.17,923.91,0,5,8,9,1,0,0,1,1,0,0,6,3,20.3,3.57,2,11000,11,196092,29,706.9,1189.66,948.28,0,5,12,10,2,0,0,1,2,0,0,14,3,15.51,2.95,8,244166,19,332756,56,867.31,1451.92,1159.62,4,7,21,14,8,1,1,5,5,0,0,24,3,9425000
22223,2014-09-04,65,45,1,9,1,1973,3,5,2,Investment,Birjulevo Zapadnoe,8464344.053,85721,0.075206255,0.521867054,5226,2901,4,6149,5226,4,0,NA,0,0,2,0,no,0,0,0,yes,yes,no,yes,no,no,no,no,145088,68858,76230,12273,6227,6046,54914,27973,26941,18534,5391,13143,5226,2651,2575,6149,3091,3058,14031,7081,6950,30471,15168,15303,10513,5272,5241,132,33,0,1,16,0,82,0,0,0,132,0,1,14,111,6,110,4.676275515,5.428022001,70.6027832,5.883565266,0.788462486,0.417482251,2.764791591,0.275002102,0.70185605,8.904429,2.112093,2.636679,1.431201867,17.17442241,58,1.431201867,3.072758136,58,0.252619684,3.031436204,0.477509514,no,0.432173006,14.05569058,17.10528037,18.668509,19.21924249,0.432173003,1,no,0.585931443,31,0.568145061,no,19.82078563,32,5.614716781,9,12.7606032,7.822949264,2.158892031,0.548958408,1.217715527,1.399845864,8.820982853,6.494279168,0.883977542,4.984199684,0.729369193,7.729594715,2.066645372,3.885122371,13.70245473,4.887866243,15.38440632,1.951522671,1.640878195,0.841742042,2.306969764,0.417482251,1.464941305,1.45591021,8.172162094,11.21880398,4.849886379,2.304782993,0.24900141,satisfactory,10.34,0,0,0,0,0,3,300,500,400,1,2,0,0,0,0,0,0,0,0,0,1,0,10.9,5.69,1,3342,0,0,4,533.33,833.33,683.33,1,2,0,1,0,0,0,0,0,0,0,2,0,7.29,11.88,1,3342,0,0,8,485.71,857.14,671.43,1,3,3,1,0,0,0,1,1,0,0,3,0,7.44,14.6,1,3342,1,1700,10,488.89,888.89,688.89,1,3,5,1,0,0,0,1,1,0,0,5,0,8.98,17.57,2,18342,1,1700,12,627.27,1090.91,859.09,1,3,5,2,1,0,0,1,3,0,1,8,0,12.1,10.36,6,112289,23,1126615,40,729.73,1243.24,986.49,3,10,14,7,5,1,0,4,8,0,2,23,5,6620000
22224,2014-09-04,53,32,4,16,1,1978,2,9,3,Investment,Altuf'evskoe,3294351.983,55125,0.024332829,0.298204575,3559,857,2,4048,3669,3,0,NA,1,0,2,0,no,0,3,3,no,no,no,yes,no,no,no,no,78418,40148,38270,8140,4241,3899,34611,17635,16976,12374,3675,8699,3559,1841,1718,4048,2128,1920,9115,4791,4324,20342,10622,9720,7148,3732,3416,119,24,0,0,47,1,47,0,0,0,119,0,0,72,42,5,1,1.373870161,0.366365371,4.396384454,0.366365371,0.240675295,0.184440716,2.182131459,0.133400567,0.661044322,23.54388,2.407898,2.792405,4.725109081,56.70130897,1,4.728377299,6.205335103,1,0.283440597,3.401287168,0.974552015,no,2.259759768,10.24563424,12.4262932,12.99740302,14.48359143,2.259759764,1,no,3.233896485,5,0.794414741,no,13.54044518,101,24.16212879,1,17.82736081,5.363240311,0.867569453,1.315636457,5.627524884,3.569462905,10.6838942,0.304062014,0.658112439,2.373531365,1.972360933,9.47162225,3.27047018,2.846890357,4.284991847,0.331669951,6.023510053,0.494673634,0.333180675,0.452530657,1.220307754,0.184440716,0.233176252,0.229848287,3.165852131,13.92276924,6.748086576,6.677957157,0.091133194,good,6.4,0,2,37800,3,55600,10,640,1100,870,0,3,4,2,1,0,0,1,1,0,0,0,1,3.59,10.25,4,60554,7,284220,19,647.37,1131.58,889.47,0,6,9,2,1,1,0,1,1,0,0,2,1,5.17,17.21,7,146554,10,295563,32,661.29,1129.03,895.16,1,10,12,6,2,1,0,1,1,0,0,8,1,9.25,18.25,8,176554,11,300763,47,647.73,1102.27,875,3,15,16,9,3,1,0,1,2,0,0,14,1,12.38,17.49,14,363854,25,1338844,81,628.95,1065.79,847.37,5,26,27,18,4,1,0,4,6,0,0,23,4,13.44,15.64,36,844628,52,2537892,168,701.92,1176.28,939.1,12,45,53,43,11,4,0,14,24,1,0,57,5,8700000
22225,2014-09-04,41,26,5,5,2,1965,2,5,2,Investment,Mozhajskoe,16861532.79,132349,0.069670879,0.130617806,9005,4182,6,10418,8658,6,0,900,1,0,12,2,no,0,9,9,no,no,no,yes,no,no,no,no,142462,64715,77747,20725,10613,10112,82808,44728,38080,28816,8173,20643,9005,4632,4373,10418,5300,5118,23155,11841,11314,27514,13369,14145,18047,9244,8803,454,64,15,1,225,8,135,0,6,0,456,0,37,263,105,51,13,3.952991687,2.838822969,34.06587563,2.838822969,0.103635244,0.167610276,2.512664293,0.234036221,0.773635265,18.06968,1.24875,18.81411,1.319645491,15.83574589,88,1.283395625,2.106897171,88,0.215934055,2.591208654,0.286725939,no,1.604879889,8.21508627,11.25181182,12.2871663,13.1603886,0.284390506,9,no,1.391261708,47,0.733588855,no,11.32101241,50,18.08695738,1,22.3189678,9.376801192,1.05798747,0.836472239,3.648937179,1.158296781,16.73263018,6.656308188,0.213833457,0.098435043,7.621343481,8.380171596,3.831764023,1.384484187,6.020060141,3.892688624,10.02687397,0.951251051,0.416199823,0.944333157,2.220318208,0.167610276,0.956767091,1.32786873,5.547120059,8.537686937,5.941613226,1.55805782,0.418221935,poor,5.87,0,0,0,2,93889,3,533.33,833.33,683.33,0,2,0,1,0,0,0,0,0,0,0,5,0,2.07,5.54,2,78740,4,121580,7,683.33,1083.33,883.33,1,2,1,3,0,0,0,1,0,0,0,7,0,3.68,14.4,4,163740,5,124795,13,700,1125,912.5,1,3,3,6,0,0,0,2,1,0,0,7,0,3.87,17.08,6,266740,6,156795,18,688.24,1117.65,902.94,1,4,5,8,0,0,0,4,4,0,1,10,0,11.8,14.94,15,779354,15,927866,37,691.43,1157.14,924.29,2,9,12,11,3,0,0,5,5,0,2,17,0,19.25,10.06,19,886563,27,1158392,81,921.05,1526.32,1223.68,5,15,23,20,11,7,0,8,12,0,2,45,1,6500000
22226,2014-09-04,34,17,6,12,5,1969,1,10,2,Investment,Novogireevo,4395332.782,94561,0.063755213,0.038692987,6120,2215,4,6533,5824,4,0,1015,2,0,7,1,no,0,5,1,no,no,no,yes,no,no,no,no,72131,34296,37835,13523,6724,6799,56908,27219,29689,24130,7105,17025,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304,108,2,0,105,4,85,0,0,0,303,1,2,220,66,14,44,1.949242133,1.319801658,15.8376199,1.319801658,0.120311058,0,1.334848019,0.435518256,0.243182019,10.85839,2.253731,8.808878,1.642357084,19.70828501,31,2.772174076,4.806107995,31,0.187274,2.247288,0.890163922,no,2.425382321,6.37275626,9.169604708,9.72326323,11.30919437,1.881577751,10,no,2.425382335,1,0.92719359,no,11.70677241,5,6.379542346,3,2.756293081,14.10652229,0.598102859,2.326218524,4.734645274,1.882896073,14.7625317,1.365764793,0.785549107,2.658340234,2.619259251,3.104989636,0.387825727,0.864306087,8.331535805,1.571614436,3.465813182,3.523002281,0.612696138,1.736635781,1.2654814,0,0.300352481,1.056580594,9.405154668,1.441809861,0.633431834,1.994322475,0.153725439,poor,0.67,8.54,0,0,0,0,2,1000,1750,1375,0,0,1,0,1,0,0,1,0,0,0,1,0,5.54,5.41,0,0,4,20906,14,550,1000,775,0,4,8,1,1,0,0,1,0,0,4,2,0,17.75,2.41,0,0,5,39106,20,590,1025,807.5,0,6,9,4,1,0,0,2,1,0,4,6,2,25.93,2.04,2,95000,6,39106,31,590,1033.33,811.67,1,9,14,5,2,0,0,2,3,0,6,11,3,32.19,5.98,8,215237,9,181806,45,570.45,1011.36,790.91,1,12,23,7,2,0,0,3,6,0,6,29,4,24.55,12.31,16,380244,25,986281,105,675.49,1147.06,911.27,3,28,40,25,7,2,0,8,19,0,10,59,11,6250000
22227,2014-09-04,31,20,7,9,1,1962,1,5,3,Investment,Ramenki,18800000.1,125111,0.169625419,0.019508796,8371,903,8,7687,7788,8,0,176,5,1,12,5,yes,1,5,11,no,no,no,yes,no,no,no,no,61039,27823,33216,16928,8715,8213,79011,41069,37942,29172,8989,20183,8371,4356,4015,7687,3937,3750,19215,9989,9226,15495,7299,8196,15224,7873,7351,314,78,2,0,99,38,97,0,0,0,314,1,0,135,98,80,170,3.29472728,2.496825444,26.79998989,2.23333249,0.611144478,0.859276759,1.734435111,0.518621814,0.075793541,11.68948,1.944582,14.88568,4.788364344,57.46037212,50,3.893042495,5.353882245,92,0.202716677,2.432600125,0.351541691,no,7.57422349,1.80085356,4.510782969,5.658066934,6.539244876,1.796834393,6,no,1.800853563,4,1.043566228,no,4.898716963,50,11.64482323,5,15.39121457,4.591788651,1.669398484,3.323360625,2.951373081,4.591204896,14.88515914,4.752743924,0.803325342,1.169439391,4.899320142,5.743139412,2.051037555,2.487806506,8.152410948,1.425249722,1.682622532,2.586199606,1.239312676,0.360791929,0.798943397,0.859276759,0.210423515,0.210789588,1.66761577,4.743764914,2.081425673,4.516821297,0.213653776,satisfactory,0,22.97,2,5686,0,0,3,1500,2500,2000,1,0,1,0,0,1,0,1,1,0,0,0,0,9.96,11.67,4,38069,0,0,15,891.67,1458.33,1175,3,4,3,3,0,2,0,1,3,0,0,4,0,19.06,5.19,6,48069,1,30117,20,1029.41,1676.47,1352.94,3,5,3,4,2,3,0,1,4,0,0,10,0,25.28,2.92,9,56032,1,30117,39,1105.71,1800,1452.86,4,9,6,7,8,4,1,2,10,1,0,15,0,22.76,3.88,31,863668,11,365532,118,1079.82,1756.88,1418.35,9,24,22,27,22,11,3,5,18,1,4,32,1,19.75,6.58,134,4245601,39,1835858,604,976.96,1600.89,1288.93,44,117,138,155,99,43,8,17,41,1,18,93,5,6100000
22228,2014-09-04,102,NA,25,9,1,NA,3,1,1,OwnerOccupier,Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,NA,0,1437,NA,0,0,NA,0,0,3,3,no,0,2,3,no,no,no,no,no,no,no,no,7341,3445,3898,3128,1618,1510,13996,7394,6602,4695,1331,3365,1497,777,721,1437,741,697,3523,1830,1694,1566,840,727,2756,1423,1333,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,206,8.45855358,6.732361525,68.40294361,5.700245301,3.861878188,3.53267974,6.520122631,0.183506282,0.238926062,13.99758,2.486043,18.01898,7.71367771,92.56413252,24,8.623782665,11.93551068,19,0.133601776,1.603221313,1.263288695,no,8.184751973,18.68636518,21.3805548,22.54890872,23.37369741,0.478623108,13,no,6.886762445,27,3.673876085,no,30.92768742,50,15.26959574,8,29.54613155,18.32511228,9.301083997,5.601574266,12.15107309,6.00980423,13.44896211,9.62496385,1.869427067,6.507849129,6.702008717,11.80154167,10.56646531,4.952101232,30.31303863,6.039066877,10.79661863,9.907036683,0.980816915,0.980816915,0.59485962,3.53267974,4.471585757,0.743591573,13.18857102,11.3625278,11.3455069,6.304777232,0.537798127,no data,21.17,14.29,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,4.89,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,0,0,42.82,11.46,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,0,0,46.43,12.07,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,3,0,0,1,0,56.34,6.82,1,117300,1,117300,1,500,1000,750,0,0,1,0,0,0,0,0,3,0,0,2,0,46.77,4.56,1,117300,3,139300,14,661.54,1153.85,907.69,1,2,7,3,1,0,0,1,7,0,0,8,0,7822797
22229,2014-09-04,30,19,1,5,2,1979,1,5,3,Investment,Vojkovskoe,5333221.259,64931,0.074076708,0.16909109,3905,1579,6,3856,5838,8,0,NA,2,0,5,2,no,0,5,10,no,no,no,no,no,no,no,yes,73148,32972,40176,8240,4062,4178,38266,19019,19247,18425,5728,12697,3905,1897,2008,3856,1923,1933,9251,4545,4706,11699,5634,6065,7282,3577,3705,268,52,0,0,156,9,46,0,5,0,268,0,14,170,59,25,88,3.597144921,2.646106837,31.00219231,2.583516026,0.47669624,0.698225618,1.102849321,0.350190445,0.076875565,21.69464,0.581259,5.674155,1.644664561,19.73597473,77,1.703194705,2.507447981,77,0.498660426,5.983925108,0.366114236,no,6.025439784,6.475878811,9.213858521,9.942442502,11.26532486,0.772774568,14,no,3.012069299,28,0.405439063,no,10.67908893,83,7.903654562,5,18.482215,2.834431884,3.474491549,0.361037345,5.579484665,3.889164615,22.14817665,1.864228558,0.504981879,4.121831114,3.311321184,3.641918964,0.915832304,1.433435851,2.127690753,1.489785901,2.411709878,1.453583789,0.722068115,0.315518335,1.020562505,0.698225618,0.834513021,1.37185372,6.348519692,10.19138594,7.200773703,4.194090254,0.403272581,excellent,4.5,43.2,2,16000,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,0,0,0,7.19,40.97,7,88392,4,96236,8,728.57,1142.86,935.71,1,2,1,4,0,0,0,1,0,0,0,3,0,17.45,24.17,18,740065,10,451691,51,606.67,1011.11,808.89,6,21,11,10,2,1,0,1,1,0,0,5,4,20.8,15.26,18,740065,10,451691,66,603.39,1008.47,805.93,7,27,15,13,3,1,0,3,4,0,0,11,5,22.45,13.6,34,1009505,18,647331,124,638.74,1076.58,857.66,13,43,35,24,6,3,0,4,7,0,0,31,5,15.38,13.89,73,1852250,42,1350693,293,677.36,1137.74,907.55,28,85,89,68,16,7,0,12,23,0,4,88,14,5300000
22230,2014-09-04,41,20,8,17,6,2011,1,9,3,Investment,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,NA,0,629,NA,0,0,NA,0,0,1,0,no,0,0,1,no,no,no,no,no,yes,no,no,13890,6584,7307,1370,709,661,6127,3237,2890,2056,583,1473,656,340,316,629,325,305,1542,801,742,3134,1753,1381,1207,623,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,7.855596525,6.327238705,75.92686446,6.327238705,3.763753274,4.023836319,4.377064025,0.405100668,0.033881253,6.017653,1.786638,10.55193,10.24203372,122.9044046,47,13.57670452,12.67106775,105,0.115630604,1.387567242,0.523169261,no,3.629024817,16.68069625,19.64421051,20.79962063,21.53501493,0.980255855,38,no,3.629024795,1,4.553917605,no,22.49284211,32,7.463710114,8,22.80065884,15.25636749,4.634089103,0.966531627,10.04349905,5.064810341,4.207929713,6.338203459,0.40258305,8.147565969,8.4479694340000009,12.04429351,7.383204247,5.3822697,27.68066448,5.642884582,8.866737406,6.046966305,4.430139617,3.394491455,4.32221372,4.023836319,5.174223034,0.179228807,4.582092532,11.60527963,11.83797738,8.7902873,0.779272704,no data,1.23,14.02,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0.84,10.33,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,1,0,0,1,0,16.17,7.81,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,1,0,26.15,6.68,0,0,0,0,1,500,1000,750,0,0,1,0,0,0,0,0,2,0,0,1,0,29.84,5.16,0,0,0,0,4,1750,2875,2312.5,0,0,1,0,1,2,0,0,5,0,0,1,0,33.56,8.25,1,85159,1,189076,9,1255.56,2055.56,1655.56,0,1,2,2,2,2,0,0,12,1,0,6,0,4000000
